ID,Category,Type,Difficulty,Question / Statement,Created By,번역,한국인_적합도,분류_이유,출제_추천
7734,Entertainment: Board Games,Multiple Choice,Medium,About how many Slinkys were sold in their first 60 years (from 1945 to 2005)?,NoThanks,처음 60년(1945년부터 2005년까지) 동안 얼마나 많은 Slinky가 판매되었습니까?,전문/마니아,특정 보드게임의 규칙이나 구성요소를 알아야 풀 수 있습니다.,조건부
7732,Entertainment: Video Games,Multiple Choice,Easy,Which of these following weapon or equipment exists in Counter Strike but not in Counter Strike: Source?,TheOnly8Z,다음 중 Counter Strike에는 존재하지만 Counter Strike: Source에는 존재하지 않는 무기 또는 장비는 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7731,Entertainment: Video Games,Multiple Choice,Medium,"In Super Smash Bros. Ultimate, which of the following pair of characters are NOT considered ""Echo Fighters""?",TheOnly8Z,"Super Smash Bros. Ultimate에서 다음 캐릭터 쌍 중 ""Echo Fighters""로 간주되지 않는 것은 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7729,Entertainment: Video Games,Multiple Choice,Medium,"In Minecraft: Java Edition, which of the following feature/block was added to Survival mode in Beta 1.3?",TheOnly8Z,Minecraft: Java Edition에서 다음 기능/블록 중 베타 1.3의 서바이벌 모드에 추가된 것은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7728,Entertainment: Video Games,Multiple Choice,Easy,"In Slay the Spire, which of the following is NOT a playable character?",TheOnly8Z,Slay the Spire에서 다음 중 플레이 가능한 캐릭터가 아닌 것은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7725,Entertainment: Video Games,True / False,Easy,"In Team Fortress 2, the weapon ""Your Eternal Reward"" is a reference to the 1992 film Aladdin.",TheOnly8Z,"Team Fortress 2에서 ""Your Eternal Reward""라는 무기는 1992년 영화 Aladdin을 참조한 것입니다.",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7722,Politics,Multiple Choice,Hard,"Starting from 2000, China banned manufacturing and sales of all video game consoles. On which year was this ban lifted?",TheOnly8Z,2000년부터 중국은 모든 비디오 게임 콘솔의 제조 및 판매를 금지했습니다. 이 금지령이 해제된 연도는 언제입니까?,일반,국제 뉴스나 사회 교육에서 접할 수 있는 정치 상식입니다.,조건부
7720,Entertainment: Music,Multiple Choice,Medium,"What year was Weezer's album ""Pinkerton"" released?",MelonTheMelon,"Weezer의 앨범 ""Pinkerton""은 몇 년도에 발매되었나요?",전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7709,Entertainment: Video Games,Multiple Choice,Easy,Who is the main protagonist in the 'Ratchet and Clank' game series?,BananaBoik,'라쳇 앤 클랭크' 게임 시리즈의 주인공은 누구인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7706,Science & Nature,Multiple Choice,Easy,"What is the common name of the chemical compound ""dihydrogen monoxide""?",cancermancer,"화합물 ""일산화이수소""의 일반 이름은 무엇인가요?",일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
7704,Entertainment: Board Games,Multiple Choice,Medium,What letter is used to refer to blue mana in the card game Magic The Gathering?,rilo12,매직 더 개더링(Magic The Gathering) 카드 게임에서 청색 마나를 나타내는 데 사용되는 문자는 무엇인가요?,전문/마니아,특정 보드게임의 규칙이나 구성요소를 알아야 풀 수 있습니다.,조건부
7701,Entertainment: Japanese Anime & Manga,Multiple Choice,Medium,"In the anime, ""Fullmetal Alchemist"", who is known as the 'Flame Alchemist'?",cancermancer,애니메이션 '강철의 연금술사'에서 '화염의 연금술사'로 알려진 인물은?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7699,Entertainment: Video Games,Multiple Choice,Easy,Who is the main character in Metal Gear Rising: Revengeance?,cancermancer,Metal Gear Rising: Revengeance의 주인공은 누구인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7696,History,Multiple Choice,Medium,"Which country attacked the USS Liberty on June 8, 1967?",HabboGasAttack,1967년 6월 8일 어느 나라가 USS 리버티를 공격했습니까?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
7694,History,Multiple Choice,Hard,When was Finland's 100th year of being independent?,VilePowder,핀란드 독립 100주년은 언제였나요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,조건부
7693,Entertainment: Video Games,Multiple Choice,Medium,Who is the protagonist in Dead Rising 3?,VilePowder,Dead Rising 3의 주인공은 누구인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7692,Entertainment: Video Games,Multiple Choice,Easy,How do you tame a horse in Minecraft?,VilePowder,Minecraft에서 말을 어떻게 길들이나요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7691,General Knowledge,Multiple Choice,Easy,"Which of these words refers to something made, distributed, or sold illegally?",VilePowder,"다음 중 불법적으로 제조, 유통, 판매되는 물건을 가리키는 단어는 무엇인가요?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,조건부
7687,General Knowledge,Multiple Choice,Easy,"The file hosting service, ""Google Drive"" was launched on what day?",Nysara,파일 호스팅 서비스 '구글 드라이브'가 출시된 날은 언제인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7685,General Knowledge,Multiple Choice,Easy,The Hyundai Motor Company was founded in which country?,Nysara,현대자동차는 어느 나라에서 설립되었나요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7684,Vehicles,True / False,Easy,The Honda Motor Corporation originates in Japan,Nysara,Honda Motor Corporation은 일본에서 시작되었습니다.,일반,한국에서도 접할 수 있는 자동차와 교통수단 상식입니다.,추천
7683,Geography,Multiple Choice,Medium,Which is the largest of these 4 islands?,tsmith,이 4개의 섬 중 가장 큰 섬은 무엇인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
7682,Entertainment: Video Games,Multiple Choice,Hard,"What was the first game to utilize Valve's ""Source 2"" engine?",Segalow,"Valve의 ""Source 2"" 엔진을 활용한 최초의 게임은 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
7679,Entertainment: Video Games,Multiple Choice,Easy,"What game mode was not in the original ""Wii Sports""?",Granolant,"원작 ""Wii Sports""에는 어떤 게임 모드가 없었나요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7678,Science: Computers,Multiple Choice,Hard,Which of the following is NOT a computer science algorithm?,relc,다음 중 컴퓨터 과학 알고리즘이 아닌 것은 무엇인가요?,전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,비추천
7676,Vehicles,True / False,Hard,There is a Rolls-Royce model called the 'Spectre',relc,롤스로이스에는 '스펙터'라는 모델이 있습니다.,전문/마니아,자동차 모델·모터스포츠의 세부 지식이 필요한 문제입니다.,비추천
7671,Entertainment: Video Games,Multiple Choice,Medium,"In Star Wars: Republic Commando (2005), what is the name of the squad that you play as?",Admiral,스타워즈: 공화국 코만도(2005)에서 당신이 맡은 팀의 이름은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7666,Entertainment: Video Games,Multiple Choice,Medium,"Which one of these ""Mortal Kombat"" characters has been playable in every single mainline game?",namapo,"""Mortal Kombat"" 캐릭터 중 모든 메인라인 게임에서 플레이할 수 있었던 캐릭터는 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7661,Entertainment: Video Games,Multiple Choice,Medium,"Which of these is not a playable character in ""Enter The Gungeon?""",Granolant,"다음 중 ""Enter The Gungeon""에서 플레이 가능한 캐릭터가 아닌 것은 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7660,Entertainment: Music,Multiple Choice,Medium,Who is the singer for Fall Out Boy?,Granolant,Fall Out Boy의 가수는 누구인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7653,Entertainment: Cartoon & Animations,True / False,Hard,"The first ever episode of Family Guy, ""Death Has A Shadow,"" aired on January 1st, 2002.",Druss,"Family Guy의 첫 번째 에피소드인 ""Death Has A Shadow""는 2002년 1월 1일에 방영되었습니다.",전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7652,Entertainment: Cartoon & Animations,Multiple Choice,Hard,"Which cartoon family lives in 31 Spooner Street, Quahog, Rhode Island USA?",Druss,미국 로드아일랜드주 콰호그 31 Spooner Street에 살고 있는 만화 가족은 누구인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7651,Entertainment: Cartoon & Animations,Multiple Choice,Easy,"Which cartoon family lives in 742 Evergreen Terrace, Springfield USA?",Druss,미국 스프링필드 742 Evergreen Terrace에 살고 있는 만화 가족은 누구인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7650,Entertainment: Cartoon & Animations,Multiple Choice,Hard,Which of these cartoon girlfriends of popular characters first appeared before their boyfriends?,Druss,인기 캐릭터의 만화 여자친구 중 남자친구보다 먼저 등장한 사람은 누구인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7648,Entertainment: Video Games,Multiple Choice,Easy,"In ""World of Warcraft,"" which of the following can be found outside of every instanced dungeon?",TheIllegalGuy,"다음 중 ""월드 오브 워크래프트""에서 모든 인스턴스 던전 외부에서 찾을 수 있는 것은 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7645,History,Multiple Choice,Medium,When was Napoleon Bonaparte crowned emperor of the French?,Darkour,나폴레옹 보나파르트는 언제 프랑스의 황제로 즉위했습니까?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
7643,Animals,True / False,Medium,Hyenas are more closely related to cats than to dogs.,StrayChowChow,하이에나는 개보다는 고양이와 더 가까운 친척이다.,일반,대중매체나 생물 교육에서 접할 수 있는 동물 상식입니다.,추천
7639,Entertainment: Books,Multiple Choice,Easy,"Which classic book opens with the line ""Call me Ishmael""?",gallinaceous,"""나를 이스마엘이라 불러라""라는 문구로 시작되는 고전 책은 무엇인가요?",전문/마니아,특정 문학·공연 작품의 작가나 세부 내용을 알아야 풀 수 있습니다.,조건부
7636,General Knowledge,Multiple Choice,Easy,A criminal who has “cooked the books” has engaged in what kind of illegal behavior?,gallinaceous,'책을 요리'한 범죄자는 어떤 종류의 불법 행위를 저질렀습니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7635,History,Multiple Choice,Easy,A collection of Sanskrit hymns and verses known as the Vedas are sacred texts in what religion?,gallinaceous,베다라고 알려진 산스크리트어 찬송가와 구절 모음은 어느 종교의 신성한 문헌입니까?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
7634,Entertainment: Music,Multiple Choice,Easy,A classic 1976 song by Blue Oyster Cult features the advice “Don’t Fear The” what?,gallinaceous,"Blue Oyster Cult의 1976년 클래식 노래에는 ""Don't Fear The""라는 조언이 담겨 있습니다?",전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7632,Entertainment: Film,Multiple Choice,Easy,7-Eleven stores were temporarily converted into Kwik E-marts to promote the release of what movie?,gallinaceous,세븐일레븐 매장은 어떤 영화 개봉을 홍보하기 위해 일시적으로 퀵 이마트로 전환됐나요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7627,Animals,True / False,Medium,Sea sponges can have hearts.,Godzillan,바다 스폰지에는 하트가 있을 수 있습니다.,일반,대중매체나 생물 교육에서 접할 수 있는 동물 상식입니다.,추천
7624,Politics,Multiple Choice,Medium,What is the primary purpose of the Fourth Amendment to the US Constitution?,Godzillan,미국 헌법 수정 제4조의 주요 목적은 무엇인가요?,해외특화,특정 외국의 국내 정치·법제도에 관한 현지 중심 지식입니다.,비추천
7620,Entertainment: Television,True / False,Easy,"In the Season 1 SpongeBob Squarepants episode, ""Help Wanted,"" the song ""Living in the Sunlight"" by Tiny Tim can be heard.",sayt,"시즌 1 스폰지밥 네모바지 에피소드 ""Help Wanted""에서는 Tiny Tim의 노래 ""Living in the Sunlight""를 들을 수 있습니다.",전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7619,Entertainment: Cartoon & Animations,Multiple Choice,Medium,"Bugs Bunny, Tony the Tiger, and other bipedal animal characters are known as what type of character?",sayt,"벅스버니, 호랑이토니 등 이족보행 동물 캐릭터는 어떤 캐릭터로 알려져 있나요?",전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7617,Science: Computers,Multiple Choice,Hard,Which of the following physical typologies are used with Ethernet Networks?,KingMelon,다음 중 이더넷 네트워크에 사용되는 물리적 유형은 무엇인가요?,전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,비추천
7616,Entertainment: Japanese Anime & Manga,Multiple Choice,Easy,Kirito and Asuna are main characters from which anime?,Breegull,키리토와 아스나는 어떤 애니메이션의 주인공인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7615,Entertainment: Video Games,Multiple Choice,Medium,What were the first two Pokémon games released?,Breegull,처음 출시된 포켓몬 게임 두 개는 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7614,Entertainment: Video Games,Multiple Choice,Medium,Which one of these is NOT a character in the video game Overwatch,Breegull,다음 중 오버워치 비디오 게임의 캐릭터가 아닌 것은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7613,Science & Nature,Multiple Choice,Hard,Which of these is a semiconductor amplifying device?,mayne,다음 중 반도체 증폭소자는 무엇인가요?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,조건부
7611,Science: Computers,Multiple Choice,Hard,"Australia, Japan, and Southeast Asia are in which ITU Region?",mayne,"호주, 일본, 동남아시아는 어느 ITU 지역에 속합니까?",전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,비추천
7607,Entertainment: Video Games,Multiple Choice,Medium,What is the canonical name of the Persona 4 protagonist?,CyclonX,페르소나 4 주인공의 정식 이름은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7603,History,Multiple Choice,Medium,Who was the first emperor of Rome?,ndog,로마의 첫 번째 황제는 누구인가요?,일반,세계사 교육이나 일반 교양으로 접할 수 있는 역사 문제입니다.,추천
7602,Sports,Multiple Choice,Easy,What was the year of estabilishment of the Bari Italian Football Club?,pierolfi,바리 이탈리아 축구클럽이 창설된 해는 언제였습니까?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
7600,Entertainment: Television,Multiple Choice,Medium,"Which movie served as the KTMA pilot episode for the show ""Mystery Science Theater 3000""?",KazuhiraMewtwo,KTMA '미스터리 사이언스 극장 3000'의 파일럿 에피소드로 출연한 영화는 무엇인가요?,해외특화,한국에서 접하기 어려운 해외 현지 방송문화 지식입니다.,비추천
7597,Entertainment: Music,Multiple Choice,Medium,Grand Theft Autumn/Where Is Your Boy is a song by which band?,PoweR,Grand Theft Autumn/Where Is Your Boy는 어느 밴드의 노래인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7595,Entertainment: Film,Multiple Choice,Hard,"Which one of these films did David Lynch direct, but not write?",HipsterElephant,다음 중 데이비드 린치가 감독은 했지만 글을 쓰지 않은 영화는 무엇인가요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7594,Entertainment: Music,Multiple Choice,Hard,"Dallon Weekes, former touring basist of Panic! At the Disco, created his own band in 2016 called...",Hyperkasumi,Panic! at the Disco의 전 투어 베이시스트 Dallon Weekes가 2016년에 결성한 밴드의 이름은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,비추천
7593,Entertainment: Japanese Anime & Manga,Multiple Choice,Medium,"What is the name of the infamous pachinko machine from ""Kaiji""?",holychwan,"""카이지""에 나오는 악명 높은 파칭코 기계의 이름은 무엇인가요?",전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7588,Celebrities,True / False,Medium,"Terry Gilliam is the only American member of the comedy troupe ""Monty Python.""",HipsterElephant,"테리 길리엄(Terry Gilliam)은 코미디 극단 ""몬티 파이튼(Monty Python)""의 유일한 미국인 멤버입니다.",전문/마니아,특정 해외 유명인의 활동 이력을 알아야 풀 수 있습니다.,조건부
7587,Entertainment: Music,Multiple Choice,Medium,"What was the release date of the They Might Be Giants album, 'Mink Car?'",smoldab,They Might Be Giants 앨범 'Mink Car' 발매일은 언제였나요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7586,Sports,Multiple Choice,Hard,At which race was the 2018 F1 Drivers Championship won?,CuRsD,2018 F1 드라이버 챔피언십은 어느 레이스에서 우승했습니까?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,비추천
7581,Entertainment: Video Games,True / False,Easy,Rollercoaster Tycoon 1 and 2 were developed by Chris Sawyer.,DLCmaster77,Rollercoaster Tycoon 1과 2는 Chris Sawyer가 개발했습니다.,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7580,General Knowledge,Multiple Choice,Easy,"In ""Katamari Damacy"", you control a character known as:",DLCmaster77,Katamari Damacy에서 플레이어가 조종하는 캐릭터는 누구인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7578,Entertainment: Video Games,True / False,Medium,POLYBIUS is a myth arcade cabinet/game,DLCmaster77,POLYBIUS는 신화적인 아케이드 캐비닛/게임입니다.,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7577,Entertainment: Video Games,Multiple Choice,Hard,What major event caused the events of Half-Life 1?,DLCmaster77,Half-Life 1 사건의 원인이 된 주요 사건은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
7572,Art,Multiple Choice,Hard,What was the first successful and commercially viable photographic technique?,carriereg,최초의 성공적이고 상업적으로 실행 가능한 사진 기술은 무엇인가요?,전문/마니아,특정 미술 작품·작가에 관한 전문적인 배경지식이 필요합니다.,비추천
7569,Art,Multiple Choice,Easy,What is the world's oldest known piece of fiction?,carriereg,세계에서 가장 오래된 것으로 알려진 소설은 무엇인가요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
7568,Art,Multiple Choice,Medium,What were Marcel Duchamp's readymades?,carriereg,마르셀 뒤샹의 레디메이드는 무엇인가요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
7566,Art,Multiple Choice,Hard,What was the major distinction between the English and French Gothic styles of architecture?,carriereg,영국 고딕 양식과 프랑스 고딕 양식의 건축 양식 사이의 주요 차이점은 무엇인가요?,전문/마니아,특정 미술 작품·작가에 관한 전문적인 배경지식이 필요합니다.,비추천
7565,Art,Multiple Choice,Easy,What is a fundamental element of the Gothic style of architecture?,carriereg,고딕 건축 양식의 기본 요소는 무엇인가요?,일반,학교 교육이나 대중매체에서 접할 수 있는 미술 상식입니다.,추천
7563,Entertainment: Video Games,Multiple Choice,Medium,What Sims console game featured the Black Eyed Peas in the game?,Camaraderie,Black Eyed Peas가 등장하는 Sims 콘솔 게임은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7562,Entertainment: Music,Multiple Choice,Medium,What is Fergie's debut album called?,Camaraderie,Fergie의 데뷔 앨범 이름은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7560,Entertainment: Film,Multiple Choice,Hard,What was the first superhero film James Gunn was involved with?,HipsterElephant,James Gunn이 참여한 최초의 슈퍼히어로 영화는 무엇인가요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7557,General Knowledge,True / False,Easy,Is a dog a mammal?,markalahasi,개는 포유류인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
7551,Entertainment: Video Games,Multiple Choice,Medium,"In the Half-Life 2 universe, how long did it take for the Combine to take complete control of the earth?",Oscuur,Half-Life 2 세계에서 콤바인이 지구를 완전히 장악하는 데 얼마나 시간이 걸렸나요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7549,Entertainment: Television,Multiple Choice,Medium,"Pat Cashman, the announcer for Super Smash Brothers: Brawl, also featured prominently in what famous TV show?",UnlessItsJeff,슈퍼 스매시 브라더스: 난투의 아나운서인 Pat Cashman도 어느 유명한 TV 프로그램에 등장했습니까?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7548,Entertainment: Music,Multiple Choice,Hard,"Which artists' version of the song ""The Tide is High"" came first?",Agent2583,"""The Tide is High""라는 노래의 어떤 아티스트 버전이 먼저 나왔나요?",전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,비추천
7547,Entertainment: Japanese Anime & Manga,Multiple Choice,Easy,"What's the English Dub Name of ""Smile Precure""?",SynapseKrud,스마일 프리큐어 영어 더빙 이름은 무엇인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7542,Science: Mathematics,Multiple Choice,Easy,What type of angle is greater than 90°?,nimdoc,90°보다 큰 각도는 무엇인가요?,일반,한국의 학교 수학이나 기초 수학 상식으로 접할 수 있습니다.,추천
7539,Science: Mathematics,Multiple Choice,Medium,What numbers are in the 5th row of Pascal's Triangle?,nimdoc,파스칼의 삼각형의 다섯 번째 줄에 있는 숫자는 무엇인가요?,일반,한국의 학교 수학이나 기초 수학 상식으로 접할 수 있습니다.,추천
7538,Science: Mathematics,Multiple Choice,Easy,What is the equation for the area of a sphere?,nimdoc,구의 면적에 대한 방정식은 무엇인가요?,전문/마니아,고급 수학 개념이나 수학사 지식이 필요한 문제입니다.,조건부
7534,Entertainment: Film,Multiple Choice,Medium,"In the film ""John Wick"" why does John Wick get out of retirement?",heypops3,영화 '존윅'에서 존윅이 은퇴한 이유는 무엇일까?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7524,General Knowledge,Multiple Choice,Medium,Which of these Nicktoons were NOT originally a short on Oh Yeah! Cartoons before becoming their own series?,RudyTabootie,다음 닉툰 중 원래 Oh Yeah!의 단편이 아닌 것은 무엇인가요? 자체 시리즈가 되기 전의 만화?,전문/마니아,특정 게임·콘텐츠의 세부 정보를 알아야 풀 수 있습니다.,조건부
7523,Sports,Multiple Choice,Hard,Who won the 1998 Daytona 500?,PoconoShibe,1998년 데이토나 500의 우승자는 누구인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,비추천
7522,Science: Computers,True / False,Easy,JavaScript derives from a later version of Java,TheSowut,JavaScript는 최신 버전의 Java에서 파생됩니다.,전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,조건부
7520,Entertainment: Video Games,Multiple Choice,Medium,Which is the protagonist of Bioshock Infinite?,TheSowut,바이오쇼크 인피니트의 주인공은 누구일까요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7519,Entertainment: Music,Multiple Choice,Hard,Who was the first Jazz Musician to win the Pulitzer Prize for Music,darkchiefy,퓰리처 음악상을 수상한 최초의 재즈 음악가는 누구인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,비추천
7516,Entertainment: Video Games,Multiple Choice,Medium,Which of these is not a Fallout protagonist?,Spinetablet,다음 중 Fallout의 주인공이 아닌 것은 무엇인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
7501,Entertainment: Television,True / False,Medium,"In the animated series Futurama, the character Phllip J. Fry is his own grandfather.",johnpizzaeater,애니메이션 시리즈 Futurama에서 Phllip J. Fry라는 캐릭터는 그의 할아버지입니다.,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7499,Entertainment: Video Games,Multiple Choice,Hard,"Which game in the ""Halo"" series has the strongest iteration of the shotgun?",jujuarc,"""Halo"" 시리즈에서 샷건을 가장 강력하게 반복한 게임은 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,비추천
7492,Mythology,Multiple Choice,Medium,"In Norse Mythology, Baldr was killed by Loki with a magical spear made from what plant?",Lixix,북유럽 신화에서 발드르는 어떤 식물로 만든 마법 창으로 로키에게 살해당했습니까?,전문/마니아,특정 신화의 인물과 세부 서사를 알아야 풀 수 있습니다.,조건부
7485,Entertainment: Comics,Multiple Choice,Medium,Which of these game-based comics were published in 2011 by DC Comics?,Lixix,다음 중 DC Comics가 2011년에 출판한 게임 기반 만화는 무엇인가요?,전문/마니아,특정 애니메이션·만화의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
7484,General Knowledge,Multiple Choice,Easy,Who played General Aladeen in The Dictator?,nyaapi,독재자에서 알라딘 장군 역을 맡은 사람은 누구인가요?,전문/마니아,특정 콘텐츠의 캐릭터나 세부 설정을 알아야 풀 수 있습니다.,조건부
7483,Entertainment: Film,Multiple Choice,Hard,"In Youtuber Jerma985's 2014 film ""Rat Movie: Mystery of the Mayan Treasure,"" who is the man who tries to steal the Mayan Treasure?",willrus,유튜버 Jerma985의 2014년 영화 '쥐 영화: 마야 보물의 미스터리'에서 마야 보물을 훔치려는 남자는 누구일까요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,비추천
7482,Entertainment: Music,Multiple Choice,Medium,"In what year was the smash hit song ""Scatman's World"" released?",willrus,대히트곡 'Scatman's World'는 몇 년도에 발매됐나요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
7480,Entertainment: Film,Multiple Choice,Easy,"In the 1986 film ""The Wraith"", what concept car is used for the Turbo Interceptor?",CB2001,1986년 영화 '레이스(The Wraith)'에서 터보 인터셉터(Turbo Interceptor)로 사용된 컨셉카는 무엇인가요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
